issn,eissn,journal_name,jif_2024,jif_quartile
15361276,15582248,IEEE TRANSACTIONS ON WIRELESS COMMUNICATIONS,10.7,Q1
20965168,26395274,Research,10.7,Q1
08893365,15372642,NBER Macroeconomics Annual,10.7,Q1
13675788,18729088,ANNUAL REVIEWS IN CONTROL,10.7,Q1
20516347,20516355,Materials Horizons,10.7,Q1
15691705,15729826,REVIEWS IN ENVIRONMENTAL SCIENCE AND BIO-TECHNOLOGY,10.6,Q1
02650568,14604752,NATURAL PRODUCT REPORTS,10.6,Q1
22142894,22142894,Food Packaging and Shelf Life,10.6,Q1
26899620,28314093,Light-Advanced Manufacturing,10.6,Q1
1747938X,18780385,Educational Research Review,10.6,Q1
26663791,26663791,Cell Reports Medicine,10.6,Q1
00221007,15409538,JOURNAL OF EXPERIMENTAL MEDICINE,10.6,Q1
00220515,23288175,JOURNAL OF ECONOMIC LITERATURE,10.6,Q1
14677644,14677652,PLANT BIOTECHNOLOGY JOURNAL,10.5,Q1
03601315,1873782X,COMPUTERS & EDUCATION,10.5,Q1
00014273,19480989,ACADEMY OF MANAGEMENT JOURNAL,10.5,Q1
09565663,18734235,BIOSENSORS & BIOELECTRONICS,10.5,Q1
10436618,10961186,PHARMACOLOGICAL RESEARCH,10.5,Q1
22144048,22144056,Journal of High Energy Astrophysics,10.5,Q1
00796786,18731643,PROGRESS IN SOLID STATE CHEMISTRY,10.5,Q1
03057372,15321967,CANCER TREATMENT REVIEWS,10.5,Q1
21682267,21682275,IEEE Transactions on Cybernetics,10.5,Q1
15523098,19410468,IEEE Transactions on Robotics,10.5,Q1
27726568,27726568,Carbon Capture Science & Technology,10.5,Q1
15317331,15454118,Annual Review of Materials Research,10.4,Q1
23637005,18670202,Business & Information Systems Engineering,10.4,Q1
02726963,18731317,JOURNAL OF OPERATIONS MANAGEMENT,10.4,Q1
10414347,15582191,IEEE TRANSACTIONS ON KNOWLEDGE AND DATA ENGINEERING,10.4,Q1
23747943,23747951,ACS Central Science,10.4,Q1
09059180,16000617,European Respiratory Review,10.4,Q1
10888683,15327957,PERSONALITY AND SOCIAL PSYCHOLOGY REVIEW,10.4,Q1
00222429,15477185,JOURNAL OF MARKETING,10.4,Q1
15489213,15489221,PHYSIOLOGY,10.3,Q1
02545861,02545861,CHINESE JOURNAL OF STRUCTURAL CHEMISTRY,10.3,Q1
00982997,18729452,MOLECULAR ASPECTS OF MEDICINE,10.3,Q1
17577780,17577799,Wiley Interdisciplinary Reviews-Climate Change,10.3,Q1
21986061,21986061,Current Climate Change Reports,10.3,Q1
20952546,22132961,Journal of Sport and Health Science,10.3,Q1
00380717,18793428,SOIL BIOLOGY & BIOCHEMISTRY,10.3,Q1
25900064,25900064,Materials Today Bio,10.2,Q1
00224359,18733271,JOURNAL OF RETAILING,10.2,Q1
14258153,16891392,CELLULAR & MOLECULAR BIOLOGY LETTERS,10.2,Q1
0012186X,14320428,DIABETOLOGIA,10.2,Q1
16747755,25890417,Journal of Rock Mechanics and Geotechnical Engineering,10.2,Q1
10780432,15573265,CLINICAL CANCER RESEARCH,10.2,Q1
13594184,14765578,MOLECULAR PSYCHIATRY,10.1,Q1
17439191,17439159,International Journal of Surgery,10.1,Q1
15459993,15459985,NATURE STRUCTURAL & MOLECULAR BIOLOGY,10.1,Q1
03043835,18727980,CANCER LETTERS,10.1,Q1
26629291,26621363,Satellite Navigation,10.1,Q1
21571422,21571422,Cold Spring Harbor Perspectives in Medicine,10.1,Q1
00920703,15527824,JOURNAL OF THE ACADEMY OF MARKETING SCIENCE,10.1,Q1
01614940,15205703,CATALYSIS REVIEWS-SCIENCE AND ENGINEERING,10.1,Q1
17517362,17517370,ISME Journal,10.0,Q1
09596526,18791786,Journal of Cleaner Production,10.0,Q1
0740624X,18729517,GOVERNMENT INFORMATION QUARTERLY,10.0,Q1
19493029,19493037,IEEE Transactions on Sustainable Energy,10.0,Q1
00128252,18726828,EARTH-SCIENCE REVIEWS,10.0,Q1
22079963,2208598X,Advances in Geo-Energy Research,10.0,Q1
09255273,18737579,INTERNATIONAL JOURNAL OF PRODUCTION ECONOMICS,10.0,Q1
14492288,14492288,International Journal of Biological Sciences,10.0,Q1
18638880,18638899,Laser & Photonics Reviews,10.0,Q1
00664227,15453251,Annual Review of Microbiology,9.9,Q1
14740346,18735320,ADVANCED ENGINEERING INFORMATICS,9.9,Q1
2211467X,22114688,Energy Strategy Reviews,9.9,Q1
15491277,15491676,PLOS MEDICINE,9.9,Q1
20970331,27658791,Ultrafast Science,9.9,Q1
15232409,1745493X,Journal of Supply Chain Management,9.9,Q1
15513203,19410050,IEEE Transactions on Industrial Informatics,9.9,Q1
03618609,10968652,AMERICAN JOURNAL OF HEMATOLOGY,9.9,Q1
03057267,19408412,Studies in Science Education,9.9,Q1
01441647,14645327,TRANSPORT REVIEWS,9.9,Q1
20557434,20557434,Microsystems & Nanoengineering,9.9,Q1
27681688,27681696,Battery Energy,9.9,Q1
19413149,19413084,Circulation-Arrhythmia and Electrophysiology,9.8,Q1
19493045,19493045,IEEE Transactions on Affective Computing,9.8,Q1
10575219,18738079,International Review of Financial Analysis,9.8,Q1
00916765,15529924,ENVIRONMENTAL HEALTH PERSPECTIVES,9.8,Q1
02780062,1558254X,IEEE TRANSACTIONS ON MEDICAL IMAGING,9.8,Q1
02663538,18791050,COMPOSITES SCIENCE AND TECHNOLOGY,9.8,Q1
19493053,19493061,IEEE Transactions on Smart Grid,9.8,Q1
03088146,18737072,Food Chemistry,9.8,Q1
01482963,18737978,Journal of Business Research,9.8,Q1
00119164,18734464,DESALINATION,9.8,Q1
2352152X,23521538,Journal of Energy Storage,9.8,Q1
17437199,17437202,Health Psychology Review,9.7,Q1
25743805,25743805,JAMA Network Open,9.7,Q1
10489843,18733409,LEADERSHIP QUARTERLY,9.7,Q1
15209210,19410077,IEEE TRANSACTIONS ON MULTIMEDIA,9.7,Q1
13504177,18732828,ULTRASONICS SONOCHEMISTRY,9.7,Q1
10870792,15322955,SLEEP MEDICINE REVIEWS,9.7,Q1
00219797,10957103,JOURNAL OF COLLOID AND INTERFACE SCIENCE,9.7,Q1
16747291,18691870,Science China-Chemistry,9.7,Q1
25425293,25425293,Materials Today Physics,9.7,Q1
01604120,18736750,ENVIRONMENT INTERNATIONAL,9.7,Q1
23528478,23528478,Journal of Materiomics,9.6,Q1
00070963,13652133,BRITISH JOURNAL OF DERMATOLOGY,9.6,Q1
23213868,23213876,Burns & Trauma,9.6,Q1
10535888,15580792,IEEE SIGNAL PROCESSING MAGAZINE,9.6,Q1
23525509,23525509,Sustainable Production and Consumption,9.6,Q1
22119124,22119124,Global Food Security-Agriculture Policy Economics and Environment,9.6,Q1
17427061,18787568,Acta Biomaterialia,9.6,Q1
00900036,15410048,AMERICAN JOURNAL OF PUBLIC HEALTH,9.6,Q1
20438206,20438214,Dialogues in Human Geography,9.6,Q1
21922640,21922659,Advanced Healthcare Materials,9.6,Q1
20414889,20414889,Cell Death & Disease,9.6,Q1
03639762,15360229,CLINICAL NUCLEAR MEDICINE,9.6,Q1
26665468,26665468,Energy and AI,9.6,Q1
15239829,15454274,Annual Review of Biomedical Engineering,9.6,Q1
18636683,18636691,Review of Managerial Science,9.6,Q1
12264601,20557124,Biomaterials Research,9.6,Q1
00221082,15406261,JOURNAL OF FINANCE,9.5,Q1
10942939,15451577,Annual Review of Political Science,9.5,Q1
1774024X,19696213,EuroIntervention,9.5,Q1
01616420,15494713,OPHTHALMOLOGY,9.5,Q1
08908567,15275418,JOURNAL OF THE AMERICAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY,9.5,Q1
20507488,20507496,Journal of Materials Chemistry A,9.5,Q1
07300301,15577368,ACM TRANSACTIONS ON GRAPHICS,9.5,Q1
13673270,17587484,Journal of Knowledge Management,9.5,Q1
27724271,27724271,Energy Nexus,9.5,Q1
16747305,18691889,Science China-Life Sciences,9.5,Q1
1474760X,1474760X,GENOME BIOLOGY,9.4,Q1
01121642,11792035,SPORTS MEDICINE,9.4,Q1
24522236,24522236,Current Opinion in Green and Sustainable Chemistry,9.4,Q1
18369553,18369561,Journal of Physiotherapy,9.4,Q1
00207403,18792162,INTERNATIONAL JOURNAL OF MECHANICAL SCIENCES,9.4,Q1
10466673,15333450,JOURNAL OF THE AMERICAN SOCIETY OF NEPHROLOGY,9.4,Q1
26670054,26670054,Journal of the National Cancer Center,9.4,Q1
03605442,18736785,Energy,9.4,Q1
08908389,10958347,British Accounting Review,9.4,Q1
23524820,23523042,Genes & Diseases,9.4,Q1
1469493X,13616137,Cochrane Database of Systematic Reviews,9.4,Q1
13596454,18732453,ACTA MATERIALIA,9.3,Q1
10704698,15598985,Progress in Electromagnetics Research-PIER,9.3,Q1
15722740,15722759,Foundations and Trends in Computer Graphics and Vision,9.3,Q1
09205691,15731405,INTERNATIONAL JOURNAL OF COMPUTER VISION,9.3,Q1
16729072,17447909,Journal of Integrative Plant Biology,9.3,Q1
13648535,1466609X,CRITICAL CARE,9.3,Q1
00016322,14320533,ACTA NEUROPATHOLOGICA,9.3,Q1
09546820,13652796,JOURNAL OF INTERNAL MEDICINE,9.2,Q1
00070912,14716771,BRITISH JOURNAL OF ANAESTHESIA,9.2,Q1
15361233,15580660,IEEE TRANSACTIONS ON MOBILE COMPUTING,9.2,Q1
01692046,18726062,LANDSCAPE AND URBAN PLANNING,9.2,Q1
09696970,15737209,ANGIOGENESIS,9.2,Q1
21686165,21686173,JAMA Ophthalmology,9.2,Q1
20971419,27316998,Collagen and Leather,9.2,Q1
03014215,18736777,Energy Policy,9.2,Q1
22149937,22149937,Sustainable Materials and Technologies,9.2,Q1
03002896,15792129,ARCHIVOS DE BRONCONEUMOLOGIA,9.2,Q1
18632297,18632300,Seminars in Immunopathology,9.2,Q1
14639262,14639270,GREEN CHEMISTRY,9.2,Q1
21618313,21565376,Advances in Nutrition,9.2,Q1
22351795,16645553,Liver Cancer,9.1,Q1
00033022,15281175,ANESTHESIOLOGY,9.1,Q1
01615505,15355667,JOURNAL OF NUCLEAR MEDICINE,9.1,Q1
09593780,18729495,GLOBAL ENVIRONMENTAL CHANGE-HUMAN AND POLICY DIMENSIONS,9.1,Q1
00278424,10916490,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,9.1,Q1
10468188,15582868,ACM TRANSACTIONS ON INFORMATION SYSTEMS,9.1,Q1
21905991,21906009,Journal of Cachexia Sarcopenia and Muscle,9.1,Q1
07426046,15206793,PSYCHOLOGY & MARKETING,9.1,Q1
01663615,18726194,COMPUTERS IN INDUSTRY,9.1,Q1
15353958,15353966,Corporate Social Responsibility and Environmental Management,9.1,Q1
23793694,23793694,ACS Sensors,9.1,Q1
23669608,23669608,Small Methods,9.1,Q1
27692159,27314375,Droplet,9.1,Q1
10939687,14678667,COMPUTER-AIDED CIVIL AND INFRASTRUCTURE ENGINEERING,9.1,Q1
09601481,18790682,Renewable Energy,9.1,Q1
15306984,15306992,NANO LETTERS,9.1,Q1
22147993,22148000,Current Opinion in Food Science,9.1,Q1
10501738,18732615,TRENDS IN CARDIOVASCULAR MEDICINE,9.0,Q1
03600572,15452115,Annual Review of Sociology,9.0,Q1
10548408,15407306,Journal of Travel & Tourism Marketing,9.0,Q1
09596119,17571049,International Journal of Contemporary Hospitality Management,9.0,Q1
15357414,19300573,Alcohol Research-Current Reviews,9.0,Q1
10634584,15229653,Osteoarthritis and Cartilage,9.0,Q1
00319007,10797114,PHYSICAL REVIEW LETTERS,9.0,Q1
21981620,21981639,Management Review Quarterly,9.0,Q1
00063223,18732402,Biological Psychiatry,9.0,Q1
03767388,18733123,JOURNAL OF MEMBRANE SCIENCE,9.0,Q1
00904848,1099050X,HUMAN RESOURCE MANAGEMENT,9.0,Q1
2666979X,2666979X,Cell Genomics,9.0,Q1
09608524,18732976,BIORESOURCE TECHNOLOGY,9.0,Q1
01492063,15571211,JOURNAL OF MANAGEMENT,9.0,Q1
10416080,18733425,LEARNING AND INDIVIDUAL DIFFERENCES,9.0,Q1
19980124,19980000,Nano Research,9.0,Q1
13835866,18733794,SEPARATION AND PURIFICATION TECHNOLOGY,9.0,Q1
00472506,14786990,JOURNAL OF INTERNATIONAL BUSINESS STUDIES,9.0,Q1
00392499,15244628,STROKE,8.9,Q1
2162237X,21622388,IEEE Transactions on Neural Networks and Learning Systems,8.9,Q1
23274662,23274662,IEEE Internet of Things Journal,8.9,Q1
01681699,18727107,COMPUTERS AND ELECTRONICS IN AGRICULTURE,8.9,Q1
16749871,16749871,Geoscience Frontiers,8.9,Q1
07475632,18737692,COMPUTERS IN HUMAN BEHAVIOR,8.9,Q1
00130095,19448287,ECONOMIC GEOGRAPHY,8.9,Q1
10018417,18785964,CHINESE CHEMICAL LETTERS,8.9,Q1
20951779,22140883,Journal of Pharmaceutical Analysis,8.9,Q1
10408436,15476561,CRITICAL REVIEWS IN SOLID STATE AND MATERIALS SCIENCES,8.9,Q1
08839026,18732003,JOURNAL OF BUSINESS VENTURING,8.9,Q1
1359835X,18785840,COMPOSITES PART A-APPLIED SCIENCE AND MANUFACTURING,8.9,Q1
16746384,16746384,Chinese Herbal Medicines,8.9,Q1
12948322,19585969,Dialogues in Clinical Neuroscience,8.9,Q1
08883270,10961216,MECHANICAL SYSTEMS AND SIGNAL PROCESSING,8.9,Q1
13665545,18785794,TRANSPORTATION RESEARCH PART E-LOGISTICS AND TRANSPORTATION REVIEW,8.8,Q1
11750561,11791888,AMERICAN JOURNAL OF CLINICAL DERMATOLOGY,8.8,Q1
00071323,13652168,BJS-British Journal of Surgery,8.8,Q1
1040726X,1573336X,EDUCATIONAL PSYCHOLOGY REVIEW,8.8,Q1
08953309,19447965,JOURNAL OF ECONOMIC PERSPECTIVES,8.8,Q1
23288930,,Environmental Science & Technology Letters,8.8,Q1
17452759,17452767,Virtual and Physical Prototyping,8.8,Q1
10408398,15497852,CRITICAL REVIEWS IN FOOD SCIENCE AND NUTRITION,8.8,Q1
23650869,23648961,Topics in Current Chemistry,8.8,Q1
10909516,18785573,JOURNAL OF WORLD BUSINESS,8.8,Q1
2731538X,27315398,Machine Intelligence Research,8.7,Q1
14784092,18736505,Journal of Purchasing and Supply Management,8.7,Q1
21658102,21658110,Annual Review of Animal Biosciences,8.7,Q1
23268298,2326831X,Annual Review of Statistics and Its Application,8.7,Q1
03135926,03135926,Economic Analysis and Policy,8.7,Q1
15345807,18781551,DEVELOPMENTAL CELL,8.7,Q1
21682216,21682232,IEEE Transactions on Systems Man Cybernetics-Systems,8.7,Q1
18739946,18764479,Journal of Crohns & Colitis,8.7,Q1
01677659,15737233,CANCER AND METASTASIS REVIEWS,8.7,Q1
20958293,21987823,International Journal of Coal Science & Technology,8.7,Q1
17474930,17474949,International Journal of Stroke,8.7,Q1
26665239,26665239,Applied Surface Science Advances,8.7,Q1
01675729,1879274X,SURFACE SCIENCE REPORTS,8.7,Q1
16091833,,Ukrainian Journal of Physical Optics,8.6,Q1
22876391,22876405,Journal of Stroke,8.6,Q1
1342937X,18780571,Gondwana Research,8.6,Q1
00123692,19313543,CHEST,8.6,Q1
01962892,15580644,IEEE TRANSACTIONS ON GEOSCIENCE AND REMOTE SENSING,8.6,Q1
20970498,27730077,Journal of Road Engineering,8.6,Q1
0960085X,14769344,EUROPEAN JOURNAL OF INFORMATION SYSTEMS,8.6,Q1
24686069,24686069,Materials Today Energy,8.6,Q1
00664197,15452948,Annual Review of Genetics,8.6,Q1
15698432,1872826X,International Journal of Applied Earth Observation and Geoinformation,8.6,Q1
10946705,15527379,JOURNAL OF SERVICE RESEARCH,8.6,Q1
15604292,15604306,International Journal of Artificial Intelligence in Education,8.5,Q1
00283878,1526632X,NEUROLOGY,8.5,Q1
23342536,23342536,Optica,8.5,Q1
1198743X,14690691,CLINICAL MICROBIOLOGY AND INFECTION,8.5,Q1
26626810,20527276,Horticulture Research,8.5,Q1
00670049,15384365,ASTROPHYSICAL JOURNAL SUPPLEMENT SERIES,8.5,Q1
22106502,22106510,Swarm and Evolutionary Computation,8.5,Q1
0025729X,13265377,MEDICAL JOURNAL OF AUSTRALIA,8.5,Q1
01418130,18790003,International Journal of Biological Macromolecules,8.5,Q1
22336079,22336087,Diabetes & Metabolism Journal,8.5,Q1
0010938X,18790496,CORROSION SCIENCE,8.5,Q1
10064982,19958196,TRANSACTIONS OF TIANJIN UNIVERSITY,8.5,Q1
26883988,2688268X,VIEW,8.5,Q1
17456916,17456924,Perspectives on Psychological Science,8.4,Q1
23973722,23973722,npj Climate and Atmospheric Science,8.4,Q1
00137952,18726917,ENGINEERING GEOLOGY,8.4,Q1
15249050,15580016,IEEE TRANSACTIONS ON INTELLIGENT TRANSPORTATION SYSTEMS,8.4,Q1
19413289,19413297,Circulation-Heart Failure,8.4,Q1
00029378,10976868,AMERICAN JOURNAL OF OBSTETRICS AND GYNECOLOGY,8.4,Q1
15723097,1573692X,Review of Finance,8.4,Q1
13598546,17586852,SUPPLY CHAIN MANAGEMENT-AN INTERNATIONAL JOURNAL,8.4,Q1
1935861X,18764754,Brain Stimulation,8.4,Q1
19411340,19411359,Annual Review of Resource Economics,8.4,Q1
01638998,15454134,Annual Review of Nuclear and Particle Science,8.4,Q1
03014797,10958630,Journal of Environmental Management,8.4,Q1
15513777,15513793,Integrated Environmental Assessment and Management,8.4,Q1
20953941,20953941,Cancer Biology & Medicine,8.4,Q1
16714083,17457254,ACTA PHARMACOLOGICA SINICA,8.4,Q1
22129820,22129839,Journal of CO2 Utilization,8.4,Q1
25157647,25157647,Journal of Physics-Photonics,8.4,Q1
19430264,19430264,Cold Spring Harbor Perspectives in Biology,8.4,Q1
23327782,23327782,IEEE Transactions on Transportation Electrification,8.3,Q1
02784319,18734693,International Journal of Hospitality Management,8.3,Q1
07365853,,TELEMATICS AND INFORMATICS,8.3,Q1
09447113,1618095X,PHYTOMEDICINE,8.3,Q1
17417015,17417015,BMC Medicine,8.3,Q1
17574676,17574684,EMBO Molecular Medicine,8.3,Q1
20962754,24679674,Underground Space,8.3,Q1
00906778,15580857,IEEE TRANSACTIONS ON COMMUNICATIONS,8.3,Q1
13873326,15729419,INFORMATION SYSTEMS FRONTIERS,8.3,Q1
01989715,18737587,COMPUTERS ENVIRONMENT AND URBAN SYSTEMS,8.3,Q1
2327056X,23270578,Annual Review of Virology,8.3,Q1
15689972,18730183,AUTOIMMUNITY REVIEWS,8.3,Q1
0304419X,18792561,BIOCHIMICA ET BIOPHYSICA ACTA-REVIEWS ON CANCER,8.3,Q1
18844049,18844057,NPG Asia Materials,8.3,Q1
03603199,18793487,INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,8.3,Q1
26884046,26884046,Small Science,8.3,Q1
01052896,1600065X,IMMUNOLOGICAL REVIEWS,8.3,Q1
20503911,,Progress of Theoretical and Experimental Physics,8.3,Q1
02614189,14602075,EMBO JOURNAL,8.3,Q1
03787206,18727530,INFORMATION & MANAGEMENT,8.2,Q1
23266066,23266074,Cancer Immunology Research,8.2,Q1
09541314,1467646X,Journal of International Financial Management & Accounting,8.2,Q1
17438977,17438977,Particle and Fibre Toxicology,8.2,Q1
10719164,15328414,JOURNAL OF CARDIAC FAILURE,8.2,Q1
09680802,10991719,SUSTAINABLE DEVELOPMENT,8.2,Q1
01636804,15581896,IEEE COMMUNICATIONS MAGAZINE,8.2,Q1
0194911X,15244563,HYPERTENSION,8.2,Q1
02726386,15236838,AMERICAN JOURNAL OF KIDNEY DISEASES,8.2,Q1
00796565,18733301,PROGRESS IN NUCLEAR MAGNETIC RESONANCE SPECTROSCOPY,8.2,Q1
16006135,16006143,AMERICAN JOURNAL OF TRANSPLANTATION,8.2,Q1
08915849,18734596,FREE RADICAL BIOLOGY AND MEDICINE,8.2,Q1
25901575,25901575,Food Chemistry-X,8.2,Q1
25888420,25888420,Materials Today Nano,8.2,Q1
26668335,26668335,Future Foods,8.2,Q1
19448244,19448252,ACS Applied Materials & Interfaces,8.2,Q1
19395116,19390041,Wiley Interdisciplinary Reviews-Nanomedicine and Nanobiotechnology,8.2,Q1
22237690,22237704,Friction,8.2,Q1
10717544,15210464,DRUG DELIVERY,8.1,Q1
00029297,15376605,AMERICAN JOURNAL OF HUMAN GENETICS,8.1,Q1
0028646X,14698137,NEW PHYTOLOGIST,8.1,Q1
02782715,02782715,HEALTH AFFAIRS,8.1,Q1
00071013,14678535,BRITISH JOURNAL OF EDUCATIONAL TECHNOLOGY,8.1,Q1
15487660,15487660,Journal of Statistical Software,8.1,Q1
22115684,22115684,Diagnostic and Interventional Imaging,8.1,Q1
13608185,1573675X,APOPTOSIS,8.1,Q1
21986592,21986592,Current Pollution Reports,8.1,Q1
27309401,27309401,Molecular Horticulture,8.1,Q1
23638346,23638354,Adolescent Research Review,8.1,Q1
10937404,15216950,JOURNAL OF TOXICOLOGY AND ENVIRONMENTAL HEALTH-PART B-CRITICAL REVIEWS,8.1,Q1
20563418,20563426,Regenerative Biomaterials,8.1,Q1
26669110,26669110,Journal of Hazardous Materials Letters,8.1,Q1
26666790,26666790,Tumour Virus Research,8.1,Q1
21967822,21967822,International Journal of STEM Education,8.0,Q1
03008428,14351803,BASIC RESEARCH IN CARDIOLOGY,8.0,Q1
09269959,14683083,JOURNAL OF THE EUROPEAN ACADEMY OF DERMATOLOGY AND VENEREOLOGY,8.0,Q1
15566013,15566021,IEEE Transactions on Information Forensics and Security,8.0,Q1
20964803,18763804,Petroleum Exploration and Development,8.0,Q1
00209996,15360210,INVESTIGATIVE RADIOLOGY,8.0,Q1
13899155,15732606,REVIEWS IN ENDOCRINE & METABOLIC DISORDERS,8.0,Q1
09521976,18736769,ENGINEERING APPLICATIONS OF ARTIFICIAL INTELLIGENCE,8.0,Q1
00487333,18737625,RESEARCH POLICY,8.0,Q1
20967438,26666839,Geography and Sustainability,8.0,Q1
09500618,18790526,Construction and Building Materials,8.0,Q1
07376782,15405885,JOURNAL OF PRODUCT INNOVATION MANAGEMENT,8.0,Q1
26911957,26378051,ACM Transactions on Computing for Healthcare,8.0,Q1
25900498,25900498,Materials Today Advances,8.0,Q1
10848045,10958592,JOURNAL OF NETWORK AND COMPUTER APPLICATIONS,8.0,Q1
17585082,17585090,Biofabrication,8.0,Q1
09639969,18737145,FOOD RESEARCH INTERNATIONAL,8.0,Q1
00489697,18791026,Science of The Total Environment,8.0,Q1
01497634,18737528,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS,7.9,Q1
17575818,17575826,Journal of Service Management,7.9,Q1
23274697,23274697,IEEE Transactions on Network Science and Engineering,7.9,Q1
16720229,22103244,GENOMICS PROTEOMICS & BIOINFORMATICS,7.9,Q1
25901230,25901230,Results in Engineering,7.9,Q1
16605373,17598451,Tourism Review,7.9,Q1
1461023X,14610248,ECOLOGY LETTERS,7.9,Q1
03906078,15928721,HAEMATOLOGICA,7.9,Q1
11292369,11292377,JOURNAL OF HEADACHE AND PAIN,7.9,Q1
25892347,25892347,Materials Today Sustainability,7.9,Q1
21663831,21663831,Materials Research Letters,7.9,Q1
0968090X,18792359,TRANSPORTATION RESEARCH PART C-EMERGING TECHNOLOGIES,7.9,Q1
02641275,18734197,MATERIALS & DESIGN,7.9,Q1
10422587,15406520,ENTREPRENEURSHIP THEORY AND PRACTICE,7.9,Q1
09609776,15323080,BREAST,7.9,Q1
03787753,18732755,JOURNAL OF POWER SOURCES,7.9,Q1
20089244,21938865,Journal of Nanostructure in Chemistry,7.9,Q1
25086235,25087576,Journal of Obesity & Metabolic Syndrome,7.9,Q1
15278204,1545293X,Annual Review of Genomics and Human Genetics,7.9,Q1
2214031X,2214031X,Journal of Orthopaedic Translation,7.8,Q1
10463283,1479277X,European Review of Social Psychology,7.8,Q1
01607383,18737722,ANNALS OF TOURISM RESEARCH,7.8,Q1
1082989X,19391463,PSYCHOLOGICAL METHODS,7.8,Q1
1025496X,15607917,Eurosurveillance,7.8,Q1
15586898,15586901,Journal of Mixed Methods Research,7.8,Q1
22745807,24260266,JPAD-Journal of Prevention of Alzheimers Disease,7.8,Q1
00158208,15213978,FORTSCHRITTE DER PHYSIK-PROGRESS OF PHYSICS,7.8,Q1
26669161,26669161,Resources Environment and Sustainability,7.8,Q1
14476770,18395260,Journal of Hospitality and Tourism Management,7.8,Q1
10949968,15206653,JOURNAL OF INTERACTIVE MARKETING,7.8,Q1
10445323,10963618,SEMINARS IN IMMUNOLOGY,7.8,Q1
10922172,10985557,MICROBIOLOGY AND MOLECULAR BIOLOGY REVIEWS,7.8,Q1
09575820,17443598,PROCESS SAFETY AND ENVIRONMENTAL PROTECTION,7.8,Q1
00178012,00178012,HARVARD BUSINESS REVIEW,7.8,Q1
23999802,23999802,Journal of Intelligent and Connected Vehicles,7.8,Q1
23043881,2304389X,Hepatobiliary Surgery and Nutrition,7.8,Q1
09669582,17477646,Journal of Sustainable Tourism,7.8,Q1
2405500X,24055018,JACC-Clinical Electrophysiology,7.7,Q1
00406376,14683296,THORAX,7.7,Q1
00139351,10960953,ENVIRONMENTAL RESEARCH,7.7,Q1
17444292,17444292,Molecular Systems Biology,7.7,Q1
00071188,14765381,BRITISH JOURNAL OF PHARMACOLOGY,7.7,Q1
03645134,15318249,ANNALS OF NEUROLOGY,7.7,Q1
13504509,17452627,INTERNATIONAL JOURNAL OF SUSTAINABLE DEVELOPMENT AND WORLD ECOLOGY,7.7,Q1
08909369,15495477,GENES & DEVELOPMENT,7.7,Q1
14675463,14774054,BRIEFINGS IN BIOINFORMATICS,7.7,Q1
13619209,18792340,TRANSPORTATION RESEARCH PART D-TRANSPORT AND ENVIRONMENT,7.7,Q1
